date,home_team,away_team,home_goals,away_goals,home_win
2023-01-04,EDM,SEA,2,5,0
2023-01-04,CHI,TBL,1,4,0
2023-01-05,ANA,DAL,2,0,1
2023-01-05,DET,NJD,1,5,0
2023-01-05,MIN,TBL,5,1,1
2023-01-06,VAN,COL,4,2,1
2023-01-06,TOR,SEA,1,5,0
2023-01-06,VGK,PIT,5,2,1
2023-01-06,PHI,ARI,6,2,1
2023-01-06,NJD,STL,3,5,0
2023-01-06,LAK,BOS,2,5,0
2023-01-06,EDM,NYI,4,2,1
2023-01-06,CBJ,WSH,2,6,0
2023-01-06,CAR,NSH,3,5,0
2023-01-06,MTL,NYR,1,4,0
2023-01-07,WPG,TBL,4,2,1
2023-01-07,WSH,NSH,2,3,0
2023-01-07,NJD,NYR,4,3,1
2023-01-07,DET,FLA,2,3,0
2023-01-07,CHI,ARI,2,0,1
2023-01-07,CGY,NYI,4,1,1
2023-01-07,CBJ,CAR,4,3,1
2023-01-07,ANA,SJS,5,4,1
2023-01-08,WPG,VAN,7,4,1
2023-01-08,VGK,LAK,1,5,0
2023-01-08,TOR,DET,4,1,1
2023-01-08,SJS,BOS,2,4,0
2023-01-08,WSH,CBJ,1,0,1
2023-01-08,MTL,STL,5,4,1
2023-01-08,EDM,COL,2,3,0
2023-01-08,DAL,FLA,5,1,1
2023-01-08,BUF,MIN,6,5,1
2023-01-08,OTT,SEA,4,8,0
2023-01-09,CHI,CGY,4,3,1
2023-01-09,MIN,STL,0,3,0
2023-01-09,ANA,BOS,1,7,0
2023-01-09,ARI,PIT,1,4,0
2023-01-09,PHI,TOR,2,6,0
2023-01-10,OTT,NSH,0,3,0
2023-01-10,MTL,SEA,0,4,0
2023-01-10,BUF,PHI,0,4,0
2023-01-10,LAK,EDM,6,3,1
2023-01-11,TBL,CBJ,6,3,1
2023-01-11,ARI,SJS,2,4,0
2023-01-11,BUF,SEA,3,4,0
2023-01-11,CAR,NJD,3,5,0
2023-01-11,COL,FLA,4,5,0
2023-01-11,DET,WPG,7,5,1
2023-01-11,NYI,DAL,1,2,0
2023-01-11,NYR,MIN,4,3,1
2023-01-11,PIT,VAN,5,4,1
2023-01-11,STL,CGY,4,3,1
2023-01-12,ANA,EDM,2,6,0
2023-01-12,LAK,SJS,4,3,1
2023-01-12,PHI,WSH,5,3,1
2023-01-12,TOR,NSH,2,1,1
2023-01-13,NYR,DAL,2,1,1
2023-01-13,STL,CGY,1,4,0
2023-01-13,VGK,FLA,4,2,1
2023-01-13,NYI,MIN,1,3,0
2023-01-13,TBL,VAN,5,4,1
2023-01-13,MTL,NSH,4,3,1
2023-01-13,CBJ,CAR,2,6,0
2023-01-13,CHI,COL,3,2,1
2023-01-13,BUF,WPG,2,4,0
2023-01-13,BOS,SEA,0,3,0
2023-01-13,ARI,OTT,3,5,0
2023-01-13,DET,TOR,4,1,1
2023-01-14,ANA,NJD,2,6,0
2023-01-14,DAL,CGY,5,6,0
2023-01-14,PIT,WPG,1,4,0
2023-01-14,SJS,EDM,1,7,0
2023-01-15,MIN,ARI,2,1,1
2023-01-15,WSH,PHI,1,3,0
2023-01-15,STL,TBL,2,4,0
2023-01-15,NYR,MTL,1,2,0
2023-01-15,NYI,MTL,2,1,1
2023-01-15,NSH,BUF,3,5,0
2023-01-15,LAK,NJD,2,5,0
2023-01-15,VGK,EDM,3,4,0
2023-01-15,DET,CBJ,3,4,0
2023-01-15,COL,OTT,7,0,1
2023-01-15,CHI,SEA,5,8,0
2023-01-15,CAR,VAN,3,4,0
2023-01-15,CAR,PIT,2,1,1
2023-01-15,BOS,TOR,4,3,1
2023-01-15,FLA,VAN,4,3,1
2023-01-16,WPG,ARI,2,1,1
2023-01-16,VGK,DAL,0,4,0
2023-01-16,SJS,NJD,3,4,0
2023-01-16,BOS,PHI,6,0,1
2023-01-16,COL,DET,6,3,1
2023-01-16,BUF,FLA,1,4,0
2023-01-16,SEA,TBL,1,4,0
2023-01-17,CBJ,NYR,1,3,0
2023-01-17,NSH,CGY,2,1,1
2023-01-17,NYI,WSH,3,4,0
2023-01-17,PIT,ANA,4,3,1
2023-01-17,STL,OTT,2,1,1
2023-01-18,WSH,MIN,2,4,0
2023-01-18,TOR,FLA,5,4,1
2023-01-18,PHI,ANA,5,2,1
2023-01-18,NSH,CBJ,2,1,1
2023-01-18,ARI,DET,4,3,1
2023-01-18,EDM,SEA,5,2,1
2023-01-18,CHI,BUF,4,3,1
2023-01-18,MTL,WPG,4,1,1
2023-01-19,VAN,TBL,2,5,0
2023-01-19,OTT,PIT,5,4,1
2023-01-19,SJS,DAL,5,3,1
2023-01-19,CGY,COL,1,4,0
2023-01-19,NYI,BOS,1,4,0
2023-01-20,VGK,DET,2,3,0
2023-01-20,TOR,WPG,4,1,1
2023-01-20,STL,NSH,5,2,1
2023-01-20,SEA,NJD,4,3,1
2023-01-20,NYR,BOS,1,3,0
2023-01-20,MTL,FLA,2,6,0
2023-01-20,PHI,CHI,1,4,0
2023-01-20,EDM,TBL,5,3,1
2023-01-20,CBJ,ANA,3,5,0
2023-01-20,CAR,MIN,5,2,1
2023-01-20,BUF,NYI,3,2,1
2023-01-20,ARI,WSH,0,4,0
2023-01-20,LAK,DAL,0,4,0
2023-01-21,VAN,COL,1,4,0
2023-01-21,BUF,ANA,6,3,1
2023-01-21,CGY,TBL,6,3,1
2023-01-21,FLA,MIN,5,3,1
2023-01-21,PIT,OTT,4,1,1
2023-01-22,VAN,EDM,2,4,0
2023-01-22,STL,CHI,3,5,0
2023-01-22,OTT,WPG,1,5,0
2023-01-22,VGK,WSH,6,2,1
2023-01-22,NYI,CAR,2,5,0
2023-01-22,SEA,COL,1,2,0
2023-01-22,NJD,PIT,2,1,1
2023-01-22,MTL,TOR,3,2,1
2023-01-22,NSH,LAK,5,3,1
2023-01-22,DET,PHI,1,2,0
2023-01-22,DAL,ARI,4,0,1
2023-01-22,CBJ,SJS,5,3,1
2023-01-23,ARI,VGK,4,1,1
2023-01-23,BOS,SJS,4,0,1
2023-01-23,CHI,LAK,1,2,0
2023-01-23,PHI,WPG,3,5,0
2023-01-24,NYR,FLA,6,2,1
2023-01-24,TOR,NYI,5,2,1
2023-01-24,CGY,CBJ,4,3,1
2023-01-24,DAL,BUF,2,3,0
2023-01-25,ARI,ANA,2,5,0
2023-01-25,COL,WSH,3,2,1
2023-01-25,DET,SJS,3,2,1
2023-01-25,MTL,BOS,2,4,0
2023-01-25,NJD,VGK,3,2,1
2023-01-25,NSH,WPG,2,1,1
2023-01-25,PHI,LAK,3,4,0
2023-01-25,PIT,FLA,7,6,1
2023-01-25,STL,BUF,3,5,0
2023-01-25,TBL,MIN,4,2,1
2023-01-25,VAN,CHI,5,2,1
2023-01-26,TOR,NYR,3,2,1
2023-01-26,SEA,VAN,6,1,1
2023-01-26,EDM,CBJ,2,3,0
2023-01-26,DAL,CAR,2,3,0
2023-01-26,OTT,NYI,2,1,1
2023-01-27,WSH,PIT,3,2,1
2023-01-27,ARI,STL,5,0,1
2023-01-27,CGY,CHI,1,5,0
2023-01-27,COL,ANA,3,5,0
2023-01-27,MIN,PHI,3,2,1
2023-01-27,MTL,DET,3,4,0
2023-01-27,NSH,NJD,6,4,1
2023-01-27,TBL,BOS,3,2,1
2023-01-27,WPG,BUF,2,3,0
2023-01-28,TOR,OTT,2,6,0
2023-01-28,SEA,CGY,2,5,0
2023-01-28,NYR,VGK,4,1,1
2023-01-28,NYI,DET,2,0,1
2023-01-28,COL,STL,4,2,1
2023-01-28,FLA,BOS,4,3,1
2023-01-28,DAL,NJD,2,3,0
2023-01-28,CAR,SJS,5,4,1
2023-01-28,VAN,CBJ,5,2,1
2023-01-28,FLA,LAK,3,4,0
2023-01-29,TBL,LAK,5,2,1
2023-01-29,SEA,CBJ,3,1,1
2023-01-29,WPG,PHI,0,4,0
2023-01-29,TOR,WSH,5,1,1
2023-01-29,PIT,SJS,4,6,0
2023-01-29,ANA,ARI,2,1,1
2023-01-29,NYI,VGK,2,1,1
2023-01-29,MIN,BUF,3,2,1
2023-01-29,EDM,CHI,7,3,1
2023-01-29,CAR,BOS,4,1,1
2023-01-29,OTT,MTL,5,0,1
2023-01-31,WPG,STL,4,2,1
2023-02-01,CAR,LAK,5,4,1
2023-02-01,CBJ,WSH,3,4,0
2023-02-01,MTL,OTT,4,5,0
2023-02-02,TOR,BOS,2,5,0
2023-02-02,BUF,CAR,1,5,0
2023-02-07,ARI,MIN,3,2,1
2023-02-07,DAL,ANA,3,2,1
2023-02-07,FLA,TBL,7,1,1
2023-02-07,NJD,VAN,5,4,1
2023-02-07,NYR,CGY,5,4,1
2023-02-07,PHI,NYI,1,2,0
2023-02-08,PIT,COL,2,1,1
2023-02-08,NYI,SEA,4,0,1
2023-02-08,TBL,SJS,3,4,0
2023-02-08,DET,EDM,2,5,0
2023-02-08,CHI,ANA,2,3,0
2023-02-08,NSH,VGK,1,5,0
2023-02-09,DAL,MIN,4,1,1
2023-02-09,NYR,VAN,4,3,1
2023-02-10,TBL,COL,5,0,1
2023-02-10,PHI,EDM,2,1,1
2023-02-10,NYI,VAN,5,6,0
2023-02-10,NJD,SEA,3,1,1
2023-02-10,MIN,VGK,1,5,0
2023-02-10,FLA,SJS,4,1,1
2023-02-10,DET,CGY,2,1,1
2023-02-11,OTT,EDM,3,6,0
2023-02-11,NYR,SEA,6,3,1
2023-02-11,MTL,NYI,4,3,1
2023-02-11,FLA,COL,3,5,0
2023-02-11,DET,VAN,5,2,1
2023-02-11,ANA,PIT,3,6,0
2023-02-11,CHI,ARI,4,3,1
2023-02-11,CBJ,TOR,0,3,0
2023-02-11,BUF,CGY,2,7,0
2023-02-11,BOS,WSH,1,2,0
2023-02-11,PHI,NSH,1,2,0
2023-02-11,DAL,TBL,1,3,0
2023-02-12,WPG,CHI,4,1,1
2023-02-12,VGK,ANA,7,2,1
2023-02-12,WSH,SJS,1,4,0
2023-02-12,TOR,CBJ,3,4,0
2023-02-12,STL,ARI,6,5,1
2023-02-12,MTL,EDM,6,2,1
2023-02-12,MIN,NJD,3,2,1
2023-02-12,LAK,PIT,6,0,1
2023-02-12,CAR,NYR,2,6,0
2023-02-12,PHI,SEA,3,4,0
2023-02-14,VAN,DET,1,6,0
2023-02-14,LAK,BUF,5,2,1
2023-02-14,MIN,FLA,1,2,0
2023-02-14,NSH,ARI,2,4,0
2023-02-14,OTT,CGY,4,3,1
2023-02-15,STL,FLA,6,2,1
2023-02-15,SJS,PIT,1,3,0
2023-02-15,NYI,OTT,2,3,0
2023-02-15,CBJ,NJD,2,3,0
2023-02-15,DAL,BOS,2,3,0
2023-02-15,COL,TBL,3,4,0
2023-02-15,WPG,SEA,3,2,1
2023-02-15,MTL,CHI,4,0,1
2023-02-15,WSH,CAR,2,3,0
2023-02-16,VAN,NYR,4,6,0
2023-02-16,TOR,CHI,5,2,1
2023-02-16,MIN,COL,2,3,0
2023-02-16,ARI,TBL,1,0,1
2023-02-16,ANA,BUF,3,7,0
2023-02-16,EDM,DET,4,5,0
2023-02-17,WSH,FLA,3,6,0
2023-02-17,CAR,MTL,6,2,1
2023-02-17,CBJ,WPG,3,1,1
2023-02-17,CGY,DET,2,5,0
2023-02-17,NSH,BOS,0,5,0
2023-02-17,SEA,PHI,6,2,1
2023-02-17,STL,NJD,4,2,1
2023-02-17,VGK,SJS,2,1,1
2023-02-18,OTT,CHI,3,4,0
2023-02-18,NYI,PIT,5,4,1
2023-02-18,NSH,FLA,7,3,1
2023-02-18,MIN,DAL,2,1,1
2023-02-18,ANA,LAK,3,6,0
2023-02-18,DAL,CBJ,1,4,0
2023-02-18,BOS,NYI,6,2,1
2023-02-18,PIT,NJD,2,5,0
2023-02-18,EDM,NYR,4,5,0
2023-02-18,STL,COL,1,4,0
2023-02-19,SJS,BUF,2,4,0
2023-02-19,TOR,MTL,5,1,1
2023-02-19,SEA,DET,4,2,1
2023-02-19,VGK,TBL,5,4,1
2023-02-19,VAN,PHI,6,2,1
2023-02-19,OTT,STL,7,2,1
2023-02-19,LAK,ARI,6,5,1
2023-02-19,MIN,NSH,4,3,1
2023-02-19,COL,EDM,6,5,1
2023-02-19,CHI,TOR,5,3,1
2023-02-19,CGY,NYR,3,2,1
2023-02-19,CAR,WSH,4,1,1
2023-02-20,ARI,CBJ,3,2,1
2023-02-20,BOS,OTT,3,1,1
2023-02-20,CGY,PHI,3,4,0
2023-02-20,FLA,ANA,4,3,1
2023-02-20,NJD,WPG,4,2,1
2023-02-20,SJS,SEA,4,0,1
2023-02-21,PIT,NYI,2,4,0
2023-02-21,NYR,WPG,1,4,0
2023-02-22,BUF,TOR,3,6,0
2023-02-22,CAR,STL,4,1,1
2023-02-22,CHI,VGK,3,2,1
2023-02-22,EDM,PHI,4,2,1
2023-02-22,MIN,LAK,2,1,1
2023-02-22,NJD,MTL,2,5,0
2023-02-22,NSH,VAN,5,4,1
2023-02-22,TBL,ANA,6,1,1
2023-02-22,WSH,DET,1,3,0
2023-02-23,NYI,WPG,2,1,1
2023-02-23,ARI,CGY,3,6,0
2023-02-23,DAL,CHI,3,4,0
2023-02-24,VGK,CGY,4,3,1
2023-02-24,CBJ,MIN,0,2,0
2023-02-24,DET,NYR,4,1,1
2023-02-24,NJD,LAK,4,3,1
2023-02-24,PIT,EDM,2,7,0
2023-02-24,SEA,BOS,5,6,0
2023-02-24,SJS,NSH,2,6,0
2023-02-24,STL,VAN,2,3,0
2023-02-24,TBL,BUF,5,6,0
2023-02-24,WSH,ANA,2,4,0
2023-02-25,TOR,MIN,2,1,1
2023-02-25,STL,PIT,2,3,0
2023-02-25,PHI,MTL,2,5,0
2023-02-25,WPG,COL,1,5,0
2023-02-25,FLA,BUF,1,3,0
2023-02-25,CBJ,EDM,6,5,1
2023-02-25,CAR,OTT,4,0,1
2023-02-25,NYI,LAK,2,3,0
2023-02-25,WSH,NYR,6,3,1
2023-02-26,PIT,TBL,7,3,1
2023-02-26,SJS,CHI,3,4,0
2023-02-26,MTL,OTT,2,5,0
2023-02-26,VGK,DAL,2,3,0
2023-02-26,WPG,NYI,0,4,0
2023-02-26,VAN,BOS,1,3,0
2023-02-26,NYR,LAK,5,2,1
2023-02-26,MIN,CBJ,3,2,1
2023-02-26,NJD,PHI,7,0,1
2023-02-26,DET,TBL,0,3,0
2023-02-26,COL,CGY,4,1,1
2023-02-26,CAR,ANA,2,3,0
2023-02-26,BUF,WSH,7,4,1
2023-02-27,ARI,NSH,2,6,0
2023-02-27,SEA,TOR,1,5,0
2023-02-28,ANA,CHI,4,2,1
2023-02-28,COL,VGK,3,0,1
2023-02-28,DAL,VAN,4,5,0
2023-02-28,EDM,BOS,2,3,0
2023-02-28,OTT,DET,6,2,1
2023-03-01,TBL,FLA,1,4,0
2023-03-01,SJS,MTL,1,3,0
2023-03-01,OTT,DET,6,1,1
2023-03-01,NSH,PIT,1,3,0
2023-03-01,WPG,LAK,5,6,0
2023-03-01,CGY,BOS,3,4,0
2023-03-01,MIN,NYI,2,1,1
2023-03-01,ARI,CHI,4,1,1
2023-03-01,STL,SEA,3,5,0
2023-03-01,BUF,CBJ,3,5,0
2023-03-02,VGK,CAR,3,2,1
2023-03-02,ANA,WSH,2,3,0
2023-03-02,COL,NJD,5,7,0
2023-03-02,DAL,ARI,4,2,1
2023-03-02,EDM,TOR,5,2,1
2023-03-02,PHI,NYR,2,3,0
2023-03-03,TBL,PIT,4,5,0
2023-03-03,SJS,STL,3,6,0
2023-03-03,NYR,OTT,3,5,0
2023-03-03,LAK,MTL,3,2,1
2023-03-03,CGY,TOR,1,2,0
2023-03-03,DET,SEA,4,5,0
2023-03-03,CHI,DAL,2,5,0
2023-03-03,VAN,MIN,1,2,0
2023-03-03,BOS,BUF,7,1,1
2023-03-03,FLA,NSH,1,2,0
2023-03-04,NYI,DET,4,1,1
2023-03-04,SJS,WSH,3,8,0
2023-03-04,EDM,WPG,6,3,1
2023-03-04,VGK,NJD,4,3,1
2023-03-04,DAL,COL,7,3,1
2023-03-04,FLA,PIT,4,1,1
2023-03-04,BUF,TBL,5,3,1
2023-03-04,CBJ,SEA,2,4,0
2023-03-04,BOS,NYR,4,2,1
2023-03-04,ARI,CAR,1,6,0
2023-03-04,ANA,MTL,3,2,1
2023-03-05,VGK,MTL,4,3,1
2023-03-05,VAN,TOR,4,1,1
2023-03-05,PHI,DET,3,1,1
2023-03-05,OTT,CBJ,5,2,1
2023-03-05,WPG,EDM,7,5,1
2023-03-05,CHI,NSH,1,3,0
2023-03-05,CGY,MIN,0,3,0
2023-03-05,CAR,TBL,6,0,1
2023-03-05,LAK,STL,4,2,1
2023-03-06,ARI,NJD,4,5,0
2023-03-06,COL,SEA,2,3,0
2023-03-07,WPG,SJS,2,3,0
2023-03-07,VAN,NSH,4,3,1
2023-03-07,LAK,WSH,4,2,1
2023-03-07,DAL,CGY,4,5,0
2023-03-07,BUF,EDM,2,3,0
2023-03-07,CHI,OTT,5,0,1
2023-03-08,NYI,BUF,3,2,1
2023-03-08,SEA,ANA,5,2,1
2023-03-08,TBL,PHI,5,2,1
2023-03-08,PIT,CBJ,5,4,1
2023-03-08,NJD,TOR,3,4,0
2023-03-08,COL,SJS,6,0,1
2023-03-08,MIN,CGY,0,1,0
2023-03-08,FLA,VGK,2,1,1
2023-03-08,ARI,STL,6,2,1
2023-03-08,MTL,CAR,3,4,0
2023-03-09,DET,CHI,4,3,1
2023-03-09,VAN,ANA,3,2,1
2023-03-09,WPG,MIN,2,4,0
2023-03-10,WSH,NJD,2,3,0
2023-03-10,TBL,VGK,3,4,0
2023-03-10,STL,SJS,4,2,1
2023-03-10,SEA,OTT,4,5,0
2023-03-10,PIT,NYI,3,4,0
2023-03-10,BUF,DAL,4,10,0
2023-03-10,COL,LAK,2,5,0
2023-03-10,CAR,PHI,1,0,1
2023-03-10,BOS,EDM,2,3,0
2023-03-10,ARI,NSH,4,1,1
2023-03-10,MTL,NYR,3,4,0
2023-03-11,COL,ARI,3,2,1
2023-03-11,CGY,ANA,1,3,0
2023-03-11,FLA,CHI,4,3,1
2023-03-11,BOS,DET,3,2,1
2023-03-11,BUF,NYR,1,2,0
2023-03-11,PIT,PHI,5,1,1
2023-03-12,SJS,MIN,2,5,0
2023-03-12,STL,VGK,3,5,0
2023-03-12,SEA,DAL,3,4,0
2023-03-12,TBL,WPG,2,3,0
2023-03-12,TOR,EDM,7,4,1
2023-03-12,TBL,CHI,3,1,1
2023-03-12,PIT,NYR,3,2,1
2023-03-12,VAN,OTT,5,2,1
2023-03-12,NJD,CAR,3,0,1
2023-03-12,MTL,NJD,1,3,0
2023-03-12,LAK,NSH,1,2,0
2023-03-12,FLA,WPG,4,5,0
2023-03-12,DET,BOS,5,3,1
2023-03-12,CBJ,STL,2,5,0
2023-03-12,CAR,VGK,0,4,0
2023-03-12,NYI,WSH,1,5,0
2023-03-13,TOR,BUF,3,4,0
2023-03-13,CGY,OTT,5,1,1
2023-03-13,MTL,COL,4,8,0
2023-03-13,ANA,NSH,4,5,0
2023-03-13,ARI,MIN,5,4,1
2023-03-14,CAR,WPG,5,3,1
2023-03-14,NJD,TBL,1,4,0
2023-03-14,NYR,WSH,5,3,1
2023-03-14,PHI,VGK,3,5,0
2023-03-14,PIT,MTL,4,6,0
2023-03-14,SEA,DAL,2,5,0
2023-03-15,TOR,COL,1,2,0
2023-03-15,WSH,BUF,5,4,1
2023-03-15,VAN,DAL,5,2,1
2023-03-15,SJS,CBJ,5,6,0
2023-03-15,NSH,DET,2,1,1
2023-03-15,LAK,NYI,5,2,1
2023-03-15,EDM,OTT,6,3,1
2023-03-15,CHI,BOS,6,3,1
2023-03-15,ARI,CGY,4,3,1
2023-03-16,ANA,NYI,3,6,0
2023-03-16,FLA,MTL,9,5,1
2023-03-16,NJD,TBL,3,4,0
2023-03-16,NYR,PIT,4,2,1
2023-03-16,OTT,COL,4,5,0
2023-03-16,STL,MIN,5,8,0
2023-03-17,WSH,STL,2,5,0
2023-03-17,WPG,BOS,0,3,0
2023-03-17,VGK,CGY,2,7,0
2023-03-17,TOR,CAR,5,2,1
2023-03-17,SJS,SEA,1,2,0
2023-03-17,EDM,DAL,4,1,1
2023-03-17,NSH,CHI,1,2,0
2023-03-17,LAK,CBJ,4,1,1
2023-03-17,ARI,VAN,3,2,1
2023-03-17,PHI,BUF,5,2,1
2023-03-18,OTT,TOR,4,5,0
2023-03-18,SEA,EDM,4,6,0
2023-03-18,PHI,CAR,4,5,0
2023-03-18,NSH,WPG,2,3,0
2023-03-18,TBL,MTL,5,3,1
2023-03-18,FLA,NJD,4,2,1
2023-03-18,DET,COL,1,5,0
2023-03-18,ANA,CBJ,7,4,1
2023-03-18,MIN,BOS,2,5,0
2023-03-19,VGK,CBJ,7,2,1
2023-03-19,TBL,NJD,2,5,0
2023-03-19,STL,WPG,3,0,1
2023-03-19,NYR,PIT,6,0,1
2023-03-19,NYR,NSH,7,0,1
2023-03-19,SJS,NYI,1,4,0
2023-03-19,LAK,VAN,2,3,0
2023-03-19,CGY,DAL,5,6,0
2023-03-19,BUF,BOS,0,7,0
2023-03-19,ARI,CHI,4,2,1
2023-03-19,MIN,WSH,5,3,1
2023-03-20,ANA,VAN,1,2,0
2023-03-20,DET,FLA,2,5,0
2023-03-20,PIT,OTT,1,2,0
2023-03-21,NJD,MIN,1,2,0
2023-03-21,WSH,CBJ,6,7,0
2023-03-21,NYR,CAR,2,3,0
2023-03-21,NYI,TOR,7,2,1
2023-03-21,MTL,TBL,3,2,1
2023-03-21,PHI,FLA,6,3,1
2023-03-21,EDM,SJS,5,4,1
2023-03-21,COL,CHI,5,0,1
2023-03-21,BUF,NSH,3,7,0
2023-03-21,BOS,OTT,2,1,1
2023-03-21,LAK,CGY,8,2,1
2023-03-22,ANA,CGY,1,5,0
2023-03-22,DAL,SEA,4,5,0
2023-03-22,STL,DET,2,3,0
2023-03-22,VAN,VGK,3,4,0
2023-03-22,WPG,ARI,2,1,1
2023-03-23,WSH,CHI,6,1,1
2023-03-23,PHI,MIN,5,4,1
2023-03-23,OTT,TBL,7,2,1
2023-03-23,EDM,ARI,4,3,1
2023-03-23,FLA,TOR,2,6,0
2023-03-23,COL,PIT,2,5,0
2023-03-23,CAR,NYR,1,2,0
2023-03-23,BOS,MTL,4,2,1
2023-03-23,DET,STL,3,4,0
2023-03-24,VAN,SJS,7,2,1
2023-03-24,NSH,SEA,2,1,1
2023-03-24,CGY,VGK,2,3,0
2023-03-24,DAL,PIT,3,2,1
2023-03-24,BUF,NJD,5,4,1
2023-03-24,ANA,WPG,2,3,0
2023-03-24,CBJ,NYI,5,4,1
2023-03-25,MTL,CBJ,8,2,1
2023-03-25,PHI,DET,3,0,1
2023-03-25,NYI,BUF,0,2,0
2023-03-25,NSH,SEA,2,7,0
2023-03-25,NJD,OTT,5,3,1
2023-03-25,MIN,CHI,3,1,1
2023-03-25,CGY,SJS,5,3,1
2023-03-25,FLA,NYR,3,4,0
2023-03-25,DAL,VAN,1,3,0
2023-03-25,COL,ARI,3,1,1
2023-03-25,LAK,WPG,4,1,1
2023-03-25,CAR,TOR,5,3,1
2023-03-25,BOS,TBL,2,1,1
2023-03-26,PIT,WSH,4,3,1
2023-03-26,NSH,TOR,2,3,0
2023-03-26,EDM,VGK,3,4,0
2023-03-26,CHI,VAN,2,4,0
2023-03-26,CAR,BOS,3,4,0
2023-03-26,ARI,COL,3,4,0
2023-03-26,ANA,STL,3,6,0
2023-03-27,BUF,MTL,3,4,0
2023-03-27,LAK,STL,7,6,1
2023-03-27,NYI,NJD,5,1,1
2023-03-27,OTT,FLA,5,2,1
2023-03-28,NYR,CBJ,6,2,1
2023-03-28,MIN,SEA,5,1,1
2023-03-28,DET,PIT,7,4,1
2023-03-28,PHI,MTL,3,2,1
2023-03-28,BOS,NSH,1,2,0
2023-03-28,ARI,EDM,4,5,0
2023-03-28,ANA,COL,1,5,0
2023-03-28,CAR,TBL,0,4,0
2023-03-29,CGY,LAK,2,1,1
2023-03-29,CHI,DAL,1,4,0
2023-03-29,SJS,WPG,3,0,1
2023-03-29,STL,VAN,6,5,1
2023-03-29,TOR,FLA,2,3,0
2023-03-29,VGK,EDM,4,7,0
2023-03-29,WSH,NYI,1,2,0
2023-03-30,TBL,WSH,5,1,1
2023-03-30,PIT,NSH,2,0,1
2023-03-30,OTT,PHI,5,4,1
2023-03-30,NJD,NYR,2,1,1
2023-03-30,MTL,FLA,2,5,0
2023-03-30,COL,MIN,2,4,0
2023-03-30,BOS,CBJ,2,1,1
2023-03-30,DET,CAR,3,2,1
2023-03-31,BUF,NYR,3,2,1
2023-03-31,CHI,STL,3,5,0
2023-03-31,EDM,LAK,2,0,1
2023-03-31,SEA,ANA,4,1,1
2023-03-31,SJS,VGK,4,3,1
2023-04-01,WPG,DET,6,2,1
2023-04-01,VAN,CGY,4,5,0
2023-04-01,TBL,NYI,5,0,1
2023-04-01,PIT,BOS,3,4,0
2023-04-01,PHI,BUF,3,6,0
2023-04-01,NSH,STL,6,1,1
2023-04-01,MTL,CAR,0,3,0
2023-04-01,ARI,DAL,2,5,0
2023-04-01,OTT,TOR,0,3,0
2023-04-01,CBJ,FLA,0,7,0
2023-04-02,STL,BOS,3,4,0
2023-04-02,WSH,NYR,2,5,0
2023-04-02,WPG,NJD,6,1,1
2023-04-02,VGK,MIN,4,1,1
2023-04-02,TOR,DET,2,5,0
2023-04-02,PIT,PHI,4,2,1
2023-04-02,SEA,LAK,1,3,0
2023-04-02,COL,DAL,5,2,1
2023-04-02,CHI,NJD,3,6,0
2023-04-02,CBJ,OTT,4,3,1
2023-04-02,CAR,NYI,2,1,1
2023-04-02,ARI,SJS,2,7,0
2023-04-02,EDM,ANA,6,0,1
2023-04-03,CGY,ANA,5,4,1
2023-04-03,VAN,LAK,1,4,0
2023-04-04,MTL,DET,0,5,0
2023-04-04,SEA,ARI,8,1,1
2023-04-04,NJD,PIT,5,1,1
2023-04-04,TOR,CBJ,4,2,1
2023-04-04,MIN,VGK,3,4,0
2023-04-04,DAL,NSH,5,1,1
2023-04-04,CAR,OTT,3,2,1
2023-04-04,FLA,BUF,2,1,1
2023-04-05,VAN,SEA,2,5,0
2023-04-05,STL,PHI,4,2,1
2023-04-05,SJS,COL,3,4,0
2023-04-05,WPG,CGY,1,3,0
2023-04-05,NSH,VGK,3,2,1
2023-04-05,LAK,EDM,1,3,0
2023-04-05,CGY,CHI,3,4,0
2023-04-05,NYR,TBL,6,3,1
2023-04-06,ANA,EDM,1,3,0
2023-04-06,BOS,TOR,2,1,1
2023-04-06,DET,BUF,6,7,0
2023-04-06,FLA,OTT,7,2,1
2023-04-06,MTL,WSH,6,2,1
2023-04-06,NJD,CBJ,8,1,1
2023-04-06,NYI,TBL,6,1,1
2023-04-06,PIT,MIN,4,1,1
2023-04-07,STL,NYR,3,2,1
2023-04-07,VGK,LAK,5,2,1
2023-04-07,SJS,COL,2,6,0
2023-04-07,VAN,CHI,3,0,1
2023-04-07,NSH,CAR,3,0,1
2023-04-07,DAL,PHI,4,1,1
2023-04-07,SEA,ARI,4,2,1
2023-04-08,ARI,ANA,5,4,1
2023-04-08,BUF,CAR,4,3,1
2023-04-08,CBJ,NYR,0,4,0
2023-04-08,DAL,VGK,2,1,1
2023-04-08,DET,PIT,1,5,0
2023-04-08,NYI,PHI,4,0,1
2023-04-08,OTT,TBL,7,4,1
2023-04-08,SJS,EDM,1,6,0
2023-04-08,TOR,MTL,7,1,1
2023-04-08,WPG,NSH,2,0,1
2023-04-08,WSH,FLA,2,4,0
2023-04-09,VAN,CGY,3,2,1
2023-04-09,SEA,CHI,7,3,1
2023-04-09,PHI,BOS,3,5,0
2023-04-09,LAK,COL,3,4,0
2023-04-09,BOS,NJD,2,1,1
