date,home_team,away_team,home_goals,away_goals,home_win
2022-01-28,FLA,VGK,4,1,1
2022-01-28,MTL,ANA,4,5,0
2022-01-28,CBJ,NYR,5,3,1
2022-01-28,OTT,CAR,2,3,0
2022-01-28,EDM,NSH,3,2,1
2022-01-29,PIT,DET,2,3,0
2022-01-29,ARI,BOS,1,2,0
2022-01-29,CHI,COL,4,6,0
2022-01-29,DAL,WSH,0,5,0
2022-01-29,FLA,SJS,5,4,1
2022-01-29,NYR,MIN,2,3,0
2022-01-29,OTT,ANA,1,2,0
2022-01-29,PHI,LAK,4,3,1
2022-01-29,STL,WPG,1,4,0
2022-01-30,TBL,VGK,2,3,0
2022-01-30,PIT,LAK,3,4,0
2022-01-30,NYR,SEA,3,2,1
2022-01-30,MTL,EDM,2,7,0
2022-01-30,ARI,BUF,1,3,0
2022-01-30,CGY,VAN,1,0,1
2022-01-30,CAR,SJS,2,1,1
2022-01-30,CAR,NJD,2,1,1
2022-01-30,DET,TOR,4,7,0
2022-01-31,MTL,CBJ,3,6,0
2022-01-31,NYI,MIN,3,4,0
2022-01-31,DAL,BOS,6,1,1
2022-01-31,COL,BUF,4,1,1
2022-02-01,CBJ,FLA,4,8,0
2022-02-01,CHI,VAN,1,3,0
2022-02-01,DET,ANA,2,1,1
2022-02-01,OTT,EDM,3,2,1
2022-02-01,TOR,NJD,6,4,1
2022-02-02,NYI,OTT,4,1,1
2022-02-02,VGK,BUF,5,2,1
2022-02-02,TBL,SJS,3,2,1
2022-02-02,PIT,WSH,3,4,0
2022-02-02,PHI,WPG,3,1,1
2022-02-02,NYR,FLA,5,2,1
2022-02-02,NJD,TOR,1,7,0
2022-02-02,DAL,CGY,3,4,0
2022-02-02,COL,ARI,2,3,0
2022-02-02,BOS,SEA,3,2,1
2022-02-02,NSH,VAN,4,2,1
2022-02-03,NYI,SEA,0,3,0
2022-02-03,DET,LAK,3,5,0
2022-02-03,WSH,EDM,3,5,0
2022-02-03,ARI,CGY,2,4,0
2022-02-03,CHI,MIN,0,5,0
2022-02-08,TOR,CAR,4,3,1
2022-02-08,OTT,NJD,4,1,1
2022-02-09,BOS,PIT,2,4,0
2022-02-09,EDM,VGK,0,4,0
2022-02-09,MTL,NJD,1,7,0
2022-02-09,OTT,CAR,4,3,1
2022-02-09,VAN,ARI,5,1,1
2022-02-09,WPG,MIN,2,0,1
2022-02-09,WSH,CBJ,4,5,0
2022-02-10,VAN,NYI,3,6,0
2022-02-10,PHI,DET,3,6,0
2022-02-10,SEA,ARI,2,5,0
2022-02-10,DAL,NSH,4,3,1
2022-02-10,CGY,VGK,6,0,1
2022-02-10,EDM,CHI,1,4,0
2022-02-11,BOS,CAR,0,6,0
2022-02-11,BUF,CBJ,3,4,0
2022-02-11,CGY,TOR,5,2,1
2022-02-11,COL,TBL,3,2,1
2022-02-11,MTL,WSH,2,5,0
2022-02-11,OTT,PIT,0,2,0
2022-02-11,STL,NJD,4,7,0
2022-02-12,EDM,NYI,3,1,1
2022-02-12,OTT,BOS,0,2,0
2022-02-12,DET,PHI,4,2,1
2022-02-12,MTL,CBJ,1,2,0
2022-02-12,ARI,TBL,3,4,0
2022-02-12,ANA,SEA,3,4,0
2022-02-12,DAL,WPG,4,3,1
2022-02-13,CGY,NYI,5,2,1
2022-02-13,DAL,COL,0,4,0
2022-02-13,MIN,CAR,3,2,1
2022-02-13,MTL,BUF,3,5,0
2022-02-13,NJD,PIT,2,4,0
2022-02-13,NSH,WPG,2,5,0
2022-02-13,STL,CHI,5,1,1
2022-02-13,VAN,TOR,3,2,1
2022-02-13,WSH,OTT,1,4,0
2022-02-15,WPG,CHI,1,3,0
2022-02-15,SJS,EDM,0,3,0
2022-02-15,SEA,TOR,2,6,0
2022-02-15,MIN,DET,7,4,1
2022-02-16,BUF,NYI,6,3,1
2022-02-16,CGY,CBJ,6,2,1
2022-02-16,COL,DAL,1,4,0
2022-02-16,LAK,EDM,2,5,0
2022-02-16,NJD,TBL,3,6,0
2022-02-16,NSH,WSH,1,4,0
2022-02-16,NYR,BOS,2,1,1
2022-02-16,OTT,STL,2,5,0
2022-02-16,PIT,PHI,5,4,1
2022-02-17,WPG,MIN,6,3,1
2022-02-17,VGK,COL,0,2,0
2022-02-17,CGY,ANA,6,2,1
2022-02-17,CAR,FLA,2,3,0
2022-02-18,TOR,PIT,4,1,1
2022-02-18,SJS,VAN,4,5,0
2022-02-18,PHI,WSH,3,5,0
2022-02-18,NYR,DET,2,3,0
2022-02-18,WPG,SEA,5,3,1
2022-02-18,MTL,STL,3,2,1
2022-02-18,EDM,ANA,7,3,1
2022-02-18,CHI,CBJ,4,7,0
2022-02-18,BUF,OTT,1,3,0
2022-02-18,NYI,BOS,4,1,1
2022-02-19,BUF,COL,3,5,0
2022-02-19,CAR,NSH,5,3,1
2022-02-19,CHI,DAL,0,1,0
2022-02-19,MIN,FLA,2,6,0
2022-02-19,VGK,LAK,3,4,0
2022-02-19,WPG,EDM,2,4,0
2022-02-20,OTT,NYR,1,2,0
2022-02-20,VAN,ANA,4,7,0
2022-02-20,TOR,STL,3,6,0
2022-02-20,OTT,BOS,2,3,0
2022-02-20,PIT,CAR,3,4,0
2022-02-20,CHI,FLA,2,5,0
2022-02-20,CGY,SEA,2,1,1
2022-02-20,CBJ,BUF,7,3,1
2022-02-20,ARI,LAK,3,5,0
2022-02-20,NYI,MTL,2,3,0
2022-02-21,ARI,DAL,3,1,1
2022-02-21,BOS,COL,5,1,1
2022-02-21,CGY,WPG,3,1,1
2022-02-21,EDM,MIN,3,7,0
2022-02-21,PHI,CAR,3,4,0
2022-02-21,SJS,VGK,1,4,0
2022-02-22,MTL,TOR,5,2,1
2022-02-22,VAN,SEA,5,2,1
2022-02-23,SEA,NYI,2,5,0
2022-02-23,PHI,STL,1,4,0
2022-02-23,OTT,MIN,4,3,1
2022-02-23,ANA,SJS,4,3,1
2022-02-23,CBJ,TOR,4,3,1
2022-02-23,FLA,NSH,4,6,0
2022-02-24,ARI,LAK,2,3,0
2022-02-24,DAL,WPG,3,2,1
2022-02-24,DET,COL,2,5,0
2022-02-24,MTL,BUF,4,0,1
2022-02-24,TBL,EDM,5,3,1
2022-02-25,TOR,MIN,3,1,1
2022-02-25,VAN,CGY,7,1,1
2022-02-25,SEA,BOS,2,3,0
2022-02-25,SJS,NYI,4,3,1
2022-02-25,NYR,WSH,4,1,1
2022-02-25,FLA,CBJ,3,6,0
2022-02-25,PIT,NJD,1,6,0
2022-02-25,NSH,DAL,2,1,1
2022-02-26,ANA,LAK,1,4,0
2022-02-26,ARI,VGK,3,1,1
2022-02-26,CAR,CBJ,4,0,1
2022-02-26,CHI,NJD,8,5,1
2022-02-26,COL,WPG,6,3,1
2022-02-26,FLA,EDM,3,4,0
2022-02-26,PHI,WSH,2,1,1
2022-02-26,PIT,NYR,1,0,1
2022-02-26,STL,BUF,5,3,1
2022-02-27,VGK,COL,2,3,0
2022-02-27,OTT,MTL,1,2,0
2022-02-27,NSH,TBL,2,3,0
2022-02-27,LAK,NYI,5,2,1
2022-02-27,DET,TOR,7,10,0
2022-02-27,SJS,BOS,1,3,0
2022-02-27,CHI,STL,0,4,0
2022-02-27,CGY,MIN,7,3,1
2022-02-27,CBJ,PIT,2,3,0
2022-02-27,CAR,EDM,2,1,1
2022-02-27,DAL,BUF,4,2,1
2022-02-27,ARI,WPG,3,5,0
2022-02-28,SJS,SEA,3,1,1
2022-02-28,ANA,NYI,0,4,0
2022-02-28,NYR,VAN,2,5,0
2022-03-01,LAK,BOS,0,7,0
2022-03-01,NJD,VAN,7,2,1
2022-03-01,WSH,TOR,3,5,0
2022-03-02,MIN,CGY,1,5,0
2022-03-02,WPG,MTL,8,4,1
2022-03-02,VGK,SJS,3,1,1
2022-03-02,TBL,OTT,5,2,1
2022-03-02,PHI,EDM,0,3,0
2022-03-02,ANA,BOS,4,3,1
2022-03-02,COL,NYI,5,3,1
2022-03-02,CBJ,NJD,4,3,1
2022-03-02,DET,CAR,4,3,1
2022-03-03,TOR,BUF,1,5,0
2022-03-03,DAL,LAK,4,3,1
2022-03-03,NYR,STL,5,3,1
2022-03-03,SEA,NSH,4,3,1
2022-03-04,VGK,BOS,2,5,0
2022-03-04,WSH,CAR,4,0,1
2022-03-04,TBL,PIT,1,5,0
2022-03-04,NYI,VAN,3,4,0
2022-03-04,PHI,MIN,4,5,0
2022-03-04,CHI,EDM,4,3,1
2022-03-04,CGY,MTL,4,5,0
2022-03-04,ARI,COL,2,1,1
2022-03-04,FLA,OTT,3,0,1
2022-03-05,FLA,DET,6,2,1
2022-03-05,ANA,VGK,4,5,0
2022-03-05,ARI,OTT,8,5,1
2022-03-05,BUF,MIN,5,4,1
2022-03-05,CAR,PIT,3,2,1
2022-03-05,CBJ,LAK,3,4,0
2022-03-05,NYI,STL,2,1,1
2022-03-05,NYR,NJD,3,1,1
2022-03-05,PHI,CHI,4,3,1
2022-03-05,TBL,DET,3,1,1
2022-03-05,WPG,DAL,3,4,0
2022-03-06,SJS,NSH,0,8,0
2022-03-06,WSH,SEA,5,2,1
2022-03-06,NJD,STL,3,2,1
2022-03-06,MIN,DAL,3,6,0
2022-03-06,TOR,VAN,4,6,0
2022-03-06,COL,CGY,3,4,0
2022-03-06,CBJ,BOS,4,5,0
2022-03-06,BUF,LAK,0,3,0
2022-03-06,EDM,MTL,2,5,0
2022-03-07,ANA,SJS,3,2,1
2022-03-07,CAR,SEA,3,2,1
2022-03-07,CHI,TBL,3,6,0
2022-03-07,VGK,OTT,2,1,1
2022-03-07,WPG,NYR,1,4,0
2022-03-08,NYI,COL,4,5,0
2022-03-08,CBJ,TOR,4,5,0
2022-03-08,CGY,EDM,3,1,1
2022-03-08,BOS,LAK,2,3,0
2022-03-08,BUF,FLA,1,6,0
2022-03-09,TOR,SEA,6,4,1
2022-03-09,CGY,WSH,4,5,0
2022-03-09,CHI,ANA,8,3,1
2022-03-09,DET,ARI,2,9,0
2022-03-09,MIN,NYR,5,2,1
2022-03-09,NJD,COL,5,3,1
2022-03-09,NSH,DAL,2,1,1
2022-03-09,PHI,VGK,2,1,1
2022-03-09,PIT,FLA,3,4,0
2022-03-09,STL,OTT,1,4,0
2022-03-09,WPG,TBL,7,4,1
2022-03-10,VAN,MTL,5,3,1
2022-03-10,EDM,WSH,4,3,1
2022-03-11,OTT,SEA,4,3,1
2022-03-11,NYI,CBJ,6,0,1
2022-03-11,TOR,ARI,4,5,0
2022-03-11,NSH,ANA,4,1,1
2022-03-11,STL,NYR,6,2,1
2022-03-11,NJD,WPG,1,2,0
2022-03-11,FLA,PHI,6,3,1
2022-03-11,LAK,SJS,3,4,0
2022-03-11,DET,MIN,5,6,0
2022-03-11,CGY,TBL,4,1,1
2022-03-11,CAR,COL,2,0,1
2022-03-11,BUF,VGK,3,1,1
2022-03-11,BOS,CHI,4,3,1
2022-03-12,VAN,WSH,3,4,0
2022-03-12,PIT,VGK,5,2,1
2022-03-12,NYI,WPG,5,2,1
2022-03-12,CBJ,MIN,3,2,1
2022-03-12,CAR,PHI,3,1,1
2022-03-12,NSH,STL,4,7,0
2022-03-13,NJD,ANA,2,1,1
2022-03-13,STL,WPG,3,4,0
2022-03-13,SJS,LAK,5,0,1
2022-03-13,PIT,CAR,4,2,1
2022-03-13,OTT,CHI,3,6,0
2022-03-13,NYI,ANA,4,3,1
2022-03-13,MTL,SEA,3,4,0
2022-03-13,PHI,MTL,3,4,0
2022-03-13,EDM,TBL,4,1,1
2022-03-13,DAL,NYR,4,7,0
2022-03-13,CGY,DET,3,0,1
2022-03-13,CBJ,VGK,6,4,1
2022-03-13,BUF,TOR,5,2,1
2022-03-13,BOS,ARI,3,2,1
2022-03-13,MIN,NSH,2,6,0
2022-03-14,COL,CGY,3,0,1
2022-03-14,LAK,FLA,3,2,1
2022-03-14,OTT,ARI,3,5,0
2022-03-14,VAN,TBL,1,2,0
2022-03-15,WSH,NYI,4,3,1
2022-03-15,TOR,DAL,4,0,1
2022-03-15,MTL,ARI,3,6,0
2022-03-15,NYR,ANA,4,3,1
2022-03-16,CHI,BOS,1,2,0
2022-03-16,EDM,DET,7,5,1
2022-03-16,LAK,COL,0,3,0
2022-03-16,MIN,BOS,4,2,1
2022-03-16,NSH,PIT,4,1,1
2022-03-16,OTT,CBJ,1,4,0
2022-03-16,SJS,FLA,2,3,0
2022-03-16,VAN,NJD,6,3,1
2022-03-16,WPG,VGK,7,3,1
2022-03-17,SEA,TBL,1,4,0
2022-03-17,TOR,CAR,3,2,1
2022-03-17,PHI,NSH,5,4,1
2022-03-17,NYR,NYI,1,2,0
2022-03-17,MTL,DAL,3,4,0
2022-03-17,CGY,NJD,6,3,1
2022-03-17,CBJ,WSH,2,7,0
2022-03-18,CAR,WSH,3,4,0
2022-03-18,EDM,BUF,6,1,1
2022-03-18,LAK,SJS,3,0,1
2022-03-18,OTT,PHI,3,1,1
2022-03-18,STL,PIT,2,3,0
2022-03-18,VAN,DET,0,1,0
2022-03-18,VGK,FLA,5,3,1
2022-03-19,WPG,BOS,2,4,0
2022-03-19,VGK,LAK,5,1,1
2022-03-19,SJS,COL,3,5,0
2022-03-19,NYI,DAL,4,2,1
2022-03-19,NSH,TOR,6,3,1
2022-03-19,MTL,OTT,5,1,1
2022-03-19,CBJ,STL,5,4,1
2022-03-19,EDM,NJD,6,3,1
2022-03-19,CGY,BUF,0,1,0
2022-03-19,ARI,PIT,1,4,0
2022-03-19,ANA,FLA,0,3,0
2022-03-19,MIN,CHI,3,1,1
2022-03-20,TBL,NYR,1,2,0
2022-03-20,WSH,DAL,2,3,0
2022-03-20,VAN,CGY,2,5,0
2022-03-20,SJS,ARI,4,2,1
2022-03-20,CHI,WPG,4,6,0
2022-03-20,PHI,NYI,2,1,1
2022-03-20,CAR,NYR,0,2,0
2022-03-20,SEA,DET,4,2,1
2022-03-21,MTL,BOS,2,3,0
2022-03-21,VAN,BUF,2,3,0
2022-03-22,WSH,STL,2,5,0
2022-03-22,PIT,CBJ,5,1,1
2022-03-22,NYI,OTT,3,0,1
2022-03-22,MIN,VGK,3,0,1
2022-03-22,NJD,NYR,7,4,1
2022-03-22,COL,EDM,3,2,1
2022-03-22,CAR,TBL,3,2,1
2022-03-22,ANA,NSH,3,6,0
2022-03-22,DET,PHI,6,3,1
2022-03-23,TOR,NJD,3,2,1
2022-03-23,ARI,SEA,2,4,0
2022-03-23,BUF,PIT,4,3,1
2022-03-23,CGY,SJS,3,4,0
2022-03-23,DAL,EDM,5,3,1
2022-03-23,LAK,NSH,6,1,1
2022-03-23,WPG,VGK,4,0,1
2022-03-24,NYI,DET,5,2,1
2022-03-24,COL,VAN,1,3,0
2022-03-24,MTL,FLA,3,4,0
2022-03-24,BOS,TBL,3,2,1
2022-03-24,ANA,CHI,2,4,0
2022-03-24,CAR,DAL,3,4,0
2022-03-25,WPG,OTT,2,5,0
2022-03-25,STL,PHI,2,5,0
2022-03-25,VGK,NSH,6,1,1
2022-03-25,NYR,PIT,5,1,1
2022-03-25,BUF,WSH,3,4,0
2022-03-25,LAK,CHI,3,4,0
2022-03-25,EDM,SJS,5,2,1
2022-03-25,MIN,VAN,3,2,1
2022-03-26,WSH,NJD,4,3,1
2022-03-26,WPG,CBJ,4,3,1
2022-03-26,VGK,CHI,5,4,1
2022-03-26,MTL,TOR,4,2,1
2022-03-26,OTT,FLA,3,4,0
2022-03-26,DAL,VAN,1,4,0
2022-03-26,COL,PHI,6,3,1
2022-03-26,CGY,ARI,4,2,1
2022-03-26,BOS,NYI,6,3,1
2022-03-26,DET,TBL,1,2,0
2022-03-27,NYR,BUF,5,4,1
2022-03-27,WPG,ARI,2,1,1
2022-03-27,TOR,FLA,5,2,1
2022-03-27,STL,CAR,2,7,0
2022-03-27,PIT,DET,11,2,1
2022-03-27,NYI,TBL,1,4,0
2022-03-27,SJS,ANA,4,1,1
2022-03-27,NJD,MTL,3,2,1
2022-03-27,MIN,COL,3,2,1
2022-03-27,MIN,CBJ,3,2,1
2022-03-27,LAK,SEA,4,2,1
2022-03-27,CGY,EDM,9,5,1
2022-03-27,NSH,PHI,5,4,1
2022-03-28,STL,VAN,4,1,1
2022-03-28,WSH,CAR,1,6,0
2022-03-29,TBL,CAR,4,3,1
2022-03-29,PIT,NYR,2,3,0
2022-03-29,LAK,SEA,1,6,0
2022-03-29,FLA,MTL,7,4,1
2022-03-29,CHI,BUF,5,6,0
2022-03-29,CBJ,NYI,3,4,0
2022-03-29,BOS,TOR,4,6,0
2022-03-29,EDM,ARI,6,1,1
2022-03-30,ANA,DAL,2,3,0
2022-03-30,BUF,WPG,2,3,0
2022-03-30,CGY,COL,1,2,0
2022-03-30,DET,NYR,4,5,0
2022-03-30,MIN,PHI,4,1,1
2022-03-30,NSH,OTT,4,1,1
2022-03-31,NYI,CBJ,5,2,1
2022-03-31,VAN,STL,3,4,0
2022-03-31,SEA,VGK,0,3,0
2022-03-31,FLA,CHI,4,0,1
2022-03-31,TOR,WPG,7,3,1
2022-03-31,CAR,MTL,4,0,1
2022-03-31,ARI,SJS,5,2,1
2022-03-31,EDM,LAK,4,3,1
2022-03-31,BOS,NJD,8,1,1
2022-04-01,ANA,DAL,2,3,0
2022-04-01,BUF,NSH,4,3,1
2022-04-01,CGY,LAK,2,3,0
2022-04-01,COL,SJS,4,2,1
2022-04-01,DET,OTT,2,5,0
2022-04-01,MIN,PIT,3,4,0
2022-04-01,NYR,NYI,0,3,0
2022-04-01,TBL,CHI,5,2,1
2022-04-02,CAR,MIN,1,3,0
2022-04-02,WPG,LAK,2,3,0
2022-04-02,TBL,MTL,4,5,0
2022-04-02,SEA,VGK,2,5,0
2022-04-02,PHI,TOR,3,6,0
2022-04-02,ARI,ANA,0,5,0
2022-04-02,EDM,STL,6,5,1
2022-04-02,COL,PIT,3,2,1
2022-04-02,BOS,CBJ,5,2,1
2022-04-02,NJD,FLA,6,7,0
2022-04-03,OTT,DET,5,2,1
2022-04-03,VAN,VGK,2,3,0
2022-04-03,SJS,DAL,4,5,0
2022-04-03,WSH,MIN,1,5,0
2022-04-03,NYR,PHI,3,4,0
2022-04-03,CHI,ARI,2,3,0
2022-04-03,CGY,STL,4,6,0
2022-04-03,BUF,FLA,3,5,0
2022-04-03,NJD,NYI,3,4,0
2022-04-04,ANA,EDM,1,6,0
2022-04-04,CBJ,BOS,2,3,0
2022-04-04,SEA,DAL,4,1,1
2022-04-04,TBL,TOR,2,6,0
2022-04-05,STL,ARI,5,1,1
2022-04-05,PIT,COL,4,6,0
2022-04-05,PHI,CBJ,2,4,0
2022-04-05,NJD,NYR,1,3,0
2022-04-05,MTL,OTT,3,6,0
2022-04-05,FLA,TOR,7,6,1
2022-04-05,DET,BOS,5,3,1
2022-04-05,BUF,CAR,4,2,1
2022-04-05,LAK,CGY,2,3,0
2022-04-06,DAL,NYI,3,2,1
2022-04-06,NSH,MIN,6,2,1
2022-04-06,SJS,EDM,1,2,0
2022-04-06,WPG,DET,1,3,0
2022-04-06,WSH,TBL,4,3,1
2022-04-07,VGK,VAN,1,5,0
2022-04-07,STL,SEA,4,1,1
2022-04-07,OTT,NSH,2,3,0
2022-04-07,NYR,PIT,3,0,1
2022-04-07,CBJ,PHI,1,4,0
2022-04-07,CAR,BUF,5,3,1
2022-04-07,ANA,CGY,2,4,0
2022-04-07,NJD,MTL,4,7,0
2022-04-08,ARI,VAN,1,5,0
2022-04-08,CAR,NYI,1,2,0
2022-04-08,CHI,SEA,0,2,0
2022-04-08,DAL,TOR,3,4,0
2022-04-08,FLA,BUF,4,3,1
2022-04-08,LAK,EDM,2,3,0
2022-04-08,SJS,CGY,2,4,0
2022-04-08,TBL,BOS,1,2,0
2022-04-09,WPG,COL,4,5,0
2022-04-09,TOR,MTL,3,2,1
2022-04-09,STL,MIN,4,3,1
2022-04-09,SEA,CGY,1,4,0
2022-04-09,PIT,WSH,3,6,0
2022-04-09,DET,CBJ,4,5,0
2022-04-09,NYR,OTT,5,1,1
2022-04-09,NSH,FLA,1,4,0
2022-04-09,DAL,NJD,1,3,0
2022-04-09,PHI,ANA,3,5,0
2022-04-10,TBL,BUF,5,0,1
2022-04-10,WSH,BOS,4,2,1
2022-04-10,VGK,ARI,6,1,1
2022-04-10,VAN,SJS,4,2,1
2022-04-10,STL,NYI,6,1,1
2022-04-10,CAR,ANA,5,2,1
2022-04-10,OTT,WPG,3,4,0
2022-04-10,MIN,LAK,6,3,1
2022-04-10,EDM,COL,1,2,0
2022-04-10,CHI,DAL,4,6,0
2022-04-10,PIT,NSH,3,2,1
2022-04-11,MTL,WPG,2,4,0
2022-04-12,WSH,PHI,9,2,1
2022-04-12,TOR,BUF,2,5,0
2022-04-12,NYR,CAR,2,4,0
2022-04-12,FLA,ANA,3,2,1
2022-04-12,DET,OTT,1,4,0
2022-04-12,BOS,STL,2,4,0
2022-04-12,NYI,PIT,5,4,1
2022-04-13,MIN,EDM,5,1,1
2022-04-13,PHI,NYR,0,4,0
2022-04-13,NSH,SJS,1,0,1
2022-04-13,DAL,TBL,1,0,1
2022-04-13,VAN,VGK,5,4,1
2022-04-13,CGY,SEA,5,3,1
2022-04-13,CBJ,MTL,5,1,1
2022-04-13,ARI,NJD,2,6,0
2022-04-13,CHI,LAK,2,5,0
2022-04-14,BOS,OTT,2,3,0
2022-04-14,BUF,STL,2,6,0
2022-04-14,CAR,DET,0,3,0
2022-04-14,COL,LAK,9,3,1
2022-04-14,PIT,NYI,6,3,1
2022-04-14,TBL,ANA,4,3,1
2022-04-14,TOR,WSH,7,3,1
2022-04-15,VAN,ARI,7,1,1
2022-04-15,NSH,EDM,0,4,0
2022-04-15,MTL,NYI,0,3,0
2022-04-15,FLA,WPG,6,1,1
2022-04-15,CGY,VGK,1,6,0
2022-04-15,COL,NJD,3,1,1
2022-04-15,CHI,SJS,5,4,1
2022-04-15,DAL,MIN,2,3,0
2022-04-16,NYR,DET,4,0,1
2022-04-16,STL,MIN,6,5,1
2022-04-16,TBL,WPG,7,4,1
2022-04-16,NSH,CHI,4,3,1
2022-04-16,OTT,TOR,4,5,0
2022-04-16,EDM,VGK,4,0,1
2022-04-16,BUF,PHI,4,3,1
2022-04-16,BOS,PIT,2,1,1
2022-04-16,MTL,WSH,4,8,0
2022-04-17,SEA,NJD,4,3,1
2022-04-17,PHI,BUF,3,5,0
2022-04-17,NSH,STL,3,8,0
2022-04-17,MIN,SJS,5,4,1
2022-04-17,TOR,NYI,4,2,1
2022-04-17,DET,FLA,1,6,0
2022-04-17,DAL,SJS,2,1,1
2022-04-17,COL,CAR,7,4,1
2022-04-17,CGY,ARI,9,1,1
2022-04-17,LAK,CBJ,2,1,1
2022-04-18,ANA,CBJ,6,4,1
2022-04-19,VGK,NJD,2,3,0
2022-04-19,VAN,DAL,6,2,1
2022-04-19,TOR,PHI,5,2,1
2022-04-19,TBL,DET,3,4,0
2022-04-19,SEA,OTT,4,2,1
2022-04-19,MTL,MIN,0,2,0
2022-04-19,NYI,FLA,2,3,0
2022-04-19,COL,WSH,2,3,0
2022-04-19,CHI,CGY,2,5,0
2022-04-19,ARI,CAR,3,5,0
2022-04-19,NYR,WPG,3,0,1
2022-04-20,STL,BOS,2,3,0
2022-04-20,VAN,OTT,3,4,0
2022-04-20,SJS,CBJ,3,2,1
2022-04-20,ANA,LAK,1,2,0
2022-04-20,NSH,CGY,3,2,1
2022-04-21,ARI,CHI,3,4,0
2022-04-21,SEA,COL,3,2,1
2022-04-21,PIT,BOS,4,0,1
2022-04-21,NYI,NYR,3,6,0
2022-04-21,NJD,BUF,2,5,0
2022-04-21,VGK,WSH,4,3,1
2022-04-21,FLA,DET,5,2,1
2022-04-21,EDM,DAL,5,2,1
2022-04-21,CAR,WPG,4,2,1
2022-04-21,MTL,PHI,3,6,0
2022-04-22,CBJ,OTT,1,2,0
2022-04-22,CGY,DAL,4,2,1
2022-04-22,LAK,CHI,4,1,1
2022-04-22,MIN,VAN,6,3,1
2022-04-22,SJS,STL,1,3,0
2022-04-22,TBL,TOR,8,1,1
2022-04-23,NJD,CAR,2,3,0
2022-04-23,TBL,NSH,6,2,1
2022-04-23,OTT,MTL,6,4,1
2022-04-23,FLA,TOR,3,2,1
2022-04-23,MIN,SEA,6,3,1
2022-04-23,DET,PIT,2,7,0
2022-04-23,BUF,NYI,5,3,1
2022-04-23,BOS,NYR,3,1,1
2022-04-23,ARI,WSH,0,2,0
2022-04-23,EDM,COL,6,3,1
2022-04-24,WSH,TOR,3,4,0
2022-04-24,WPG,COL,4,1,1
2022-04-24,SJS,CHI,4,1,1
2022-04-24,PHI,PIT,4,1,1
2022-04-24,NYI,CAR,2,5,0
2022-04-24,NJD,DET,0,3,0
2022-04-24,MTL,BOS,3,5,0
2022-04-24,FLA,TBL,4,8,0
2022-04-24,DAL,SEA,3,2,1
2022-04-24,CGY,VAN,6,3,1
2022-04-24,CBJ,EDM,5,2,1
2022-04-24,ARI,STL,4,5,0
2022-04-24,LAK,ANA,4,2,1
2022-04-25,ANA,STL,3,6,0
2022-04-25,NSH,MIN,4,5,0
2022-04-25,VGK,SJS,4,5,0
2022-04-26,TBL,CBJ,4,1,1
2022-04-26,WSH,NYI,1,4,0
2022-04-26,PIT,EDM,1,5,0
2022-04-26,TOR,DET,3,0,1
2022-04-26,NYR,CAR,3,4,0
2022-04-26,BOS,FLA,4,2,1
2022-04-26,OTT,NJD,5,4,1
2022-04-26,CHI,PHI,3,1,1
2022-04-27,COL,STL,5,3,1
2022-04-27,DAL,VGK,3,2,1
2022-04-27,MIN,ARI,3,5,0
2022-04-27,NSH,CGY,4,5,0
2022-04-27,NYR,MTL,3,4,0
2022-04-27,SJS,ANA,2,5,0
2022-04-27,VAN,SEA,5,2,1
2022-04-27,WPG,PHI,4,0,1
2022-04-28,SEA,LAK,3,5,0
2022-04-28,OTT,FLA,0,4,0
2022-04-28,NYI,WSH,5,1,1
2022-04-28,DAL,ARI,3,4,0
2022-04-28,CBJ,TBL,5,2,1
2022-04-28,CAR,NJD,6,3,1
2022-04-28,CHI,VGK,4,3,1
2022-04-28,BOS,BUF,5,0,1
2022-04-29,VAN,LAK,3,2,1
2022-04-29,NYI,TBL,4,6,0
2022-04-29,TOR,BOS,5,2,1
2022-04-29,PIT,CBJ,5,3,1
2022-04-29,PHI,OTT,2,4,0
2022-04-29,NYR,WSH,3,2,1
2022-04-29,NJD,DET,3,5,0
2022-04-29,MIN,CGY,3,2,1
2022-04-29,EDM,SJS,5,4,1
2022-04-29,COL,NSH,4,5,0
2022-04-29,BUF,CHI,3,2,1
2022-04-29,MTL,FLA,10,2,1
2022-04-30,STL,VGK,4,7,0
2022-04-30,SEA,SJS,3,0,1
2022-04-30,MIN,COL,4,1,1
2022-04-30,WPG,CGY,3,1,1
2022-04-30,DAL,ANA,4,2,1
2022-04-30,ARI,NSH,5,4,1
2022-04-30,EDM,VAN,3,2,1
2022-05-01,WPG,SEA,4,3,1
2022-05-02,CAR,BOS,5,1,1
2022-05-02,TOR,TBL,5,0,1
2022-05-03,EDM,LAK,3,4,0
2022-05-03,FLA,WSH,2,4,0
2022-05-03,MIN,STL,0,4,0
2022-05-03,NYR,PIT,3,4,0
2022-05-04,TOR,TBL,3,5,0
2022-05-04,CAR,BOS,5,2,1
2022-05-04,CGY,DAL,1,0,1
2022-05-04,COL,NSH,7,2,1
2022-05-05,MIN,STL,6,2,1
2022-05-05,NYR,PIT,5,2,1
2022-05-05,EDM,LAK,6,0,1
2022-05-05,FLA,WSH,5,1,1
2022-05-06,TBL,TOR,2,5,0
2022-05-06,COL,NSH,2,1,1
2022-05-06,BOS,CAR,4,2,1
2022-05-06,CGY,DAL,0,2,0
2022-05-07,LAK,EDM,2,8,0
2022-05-07,NSH,COL,3,7,0
