date,home_team,away_team,home_goals,away_goals,home_win,game_key,season,home_elo_pre,away_elo_pre,elo_diff,home_elo,away_elo,home_elo_post,away_elo_post,home_rolling_win_pct,home_rolling_goal_diff,rest_days_x,home_rest_days,away_rolling_win_pct,away_rolling_goal_diff,away_rest_days,home_home_rolling_win_pct,home_home_rolling_goal_diff,away_away_rolling_win_pct,away_away_rolling_goal_diff,rest_diff
2022-02-02,PIT,WSH,3,4,0,2022-02-02|PIT|WSH|3|4,2021,1543.83589213811,1504.4422577606,79.39363437751012,1543.83589213811,1504.4422577606,1534.651264006824,1513.6268858918859,0.6,0.5,3.0,3.0,0.4,-0.3,4.0,0.7,1.2,0.5,0.5,-1.0
2022-02-02,TBL,SJS,3,2,1,2022-02-02|TBL|SJS|3|2,2021,1565.24668160668,1489.6670874339054,115.5795941727747,1565.24668160668,1489.6670874339054,1570.3398326525455,1484.57393638804,0.7,1.3,3.0,3.0,0.4,-0.4,3.0,0.7,0.6,0.3,-0.8,0.0
2022-02-02,VGK,BUF,5,2,1,2022-02-02|VGK|BUF|5|2,2021,1535.195221792569,1414.242476002456,160.9527457901131,1535.195221792569,1414.242476002456,1539.44969537793,1409.988002417095,0.4,-0.2,3.0,3.0,0.4,-0.9,2.0,0.4,0.2,0.4,-0.9,1.0
2022-02-03,ARI,CGY,2,4,0,2022-02-03|ARI|CGY|2|4,2021,1408.0671994678353,1522.8562055203765,-74.78900605254125,1408.0671994678353,1522.8562055203765,1402.1571674114805,1528.7662375767313,0.3,-1.3,1.0,1.0,0.5,0.3,1.0,0.3,-0.9,0.4,-0.5,0.0
2022-02-03,CHI,MIN,0,5,0,2022-02-03|CHI|MIN|0|5,2021,1444.4811269837444,1574.0892982395828,-89.60817125583844,1444.4811269837444,1574.0892982395828,1438.873695759105,1579.6967294642222,0.4,-0.3,2.0,2.0,0.8,1.6,3.0,0.3,-1.3,0.6,0.6,-1.0
2022-02-03,DET,LAK,3,5,0,2022-02-03|DET|LAK|3|5,2021,1461.8755269069813,1511.770036177607,-9.894509270625576,1461.8755269069813,1511.770036177607,1454.5890593346571,1519.0565037499312,0.4,-0.7,2.0,2.0,0.5,-0.2,4.0,0.4,-0.4,0.6,-0.1,-2.0
2022-02-03,NYI,SEA,0,3,0,2022-02-03|NYI|SEA|0|3,2021,1467.2776169503447,1423.4648558437425,83.81276110660224,1467.2776169503447,1423.4648558437425,1458.00267013207,1432.7398026620172,0.6,0.7,1.0,1.0,0.4,-0.7,1.0,0.6,0.7,0.3,-0.5,0.0
2022-02-03,WSH,EDM,3,5,0,2022-02-03|WSH|EDM|3|5,2021,1513.6268858918859,1498.1530099222612,55.473875969624714,1513.6268858918859,1498.1530099222612,1504.9394594382431,1506.840436375904,0.5,-0.1,1.0,1.0,0.4,-0.6,2.0,0.3,-1.0,0.3,-0.3,-1.0
2022-02-08,OTT,NJD,4,1,1,2022-02-08|OTT|NJD|4|1,2021,1445.3716232165827,1417.1968956509909,68.17472756559187,1445.3716232165827,1417.1968956509909,1451.4185550445366,1411.149963823037,0.4,-0.1,6.0,6.0,0.1,-1.7,6.0,0.5,0.4,0.2,-1.4,0.0
2022-02-08,TOR,CAR,4,3,1,2022-02-08|TOR|CAR|4|3,2021,1588.8931026993891,1593.9106991485091,34.98240355088001,1588.8931026993891,1593.9106991485091,1595.6404884235371,1587.1633134243611,0.7,1.1,6.0,6.0,0.7,0.6,7.0,0.8,1.5,0.7,1.1,-1.0
2022-02-09,BOS,PIT,2,4,0,2022-02-09|BOS|PIT|2|4,2021,1542.4511153587778,1534.651264006824,47.79985135195375,1542.4511153587778,1534.651264006824,1533.92573394358,1543.1766454220217,0.6,-0.8,7.0,7.0,0.6,0.8,7.0,0.7,0.2,0.8,1.6,0.0
2022-02-09,EDM,VGK,0,4,0,2022-02-09|EDM|VGK|0|4,2021,1506.840436375904,1539.44969537793,7.390740997973808,1506.840436375904,1539.44969537793,1499.1809184670817,1547.1092132867523,0.5,-0.3,6.0,6.0,0.5,0.2,7.0,0.3,-1.6,0.8,1.4,-1.0
2022-02-09,MTL,NJD,1,7,0,2022-02-09|MTL|NJD|1|7,2021,1360.2249613263061,1411.149963823037,-10.92500249673094,1360.2249613263061,1411.149963823037,1352.9607187647423,1418.414206384601,0.1,-2.3,9.0,7.0,0.1,-1.9,1.0,0.2,-1.8,0.2,-1.2,6.0
2022-02-09,OTT,CAR,4,3,1,2022-02-09|OTT|CAR|4|3,2021,1451.4185550445366,1587.1633134243611,-95.74475837982459,1451.4185550445366,1587.1633134243611,1460.9345943671433,1577.6472741017544,0.4,0.0,1.0,1.0,0.7,0.6,1.0,0.5,0.4,0.6,0.7,0.0
2022-02-09,VAN,ARI,5,1,1,2022-02-09|VAN|ARI|5|1,2021,1485.577782735655,1402.1571674114805,123.4206153241746,1485.577782735655,1402.1571674114805,1490.5202203549436,1397.214729792192,0.4,0.0,7.0,7.0,0.3,-1.4,6.0,0.5,0.0,0.3,-1.4,1.0
2022-02-09,WPG,MIN,2,0,1,2022-02-09|WPG|MIN|2|0,2021,1466.010095676822,1579.6967294642222,-73.6866337874003,1466.010095676822,1579.6967294642222,1475.0773212532686,1570.6295038877756,0.2,-1.4,7.0,7.0,0.9,2.3,6.0,0.3,-0.7,0.6,0.8,1.0
2022-02-09,WSH,CBJ,4,5,0,2022-02-09|WSH|CBJ|4|5,2021,1504.9394594382431,1473.933654026118,71.00580541212526,1504.9394594382431,1473.933654026118,1495.9276655215265,1482.9454479428346,0.5,0.1,6.0,6.0,0.4,-1.1,7.0,0.3,-1.0,0.4,-0.5,-1.0
2022-02-10,CGY,VGK,6,0,1,2022-02-10|CGY|VGK|6|0,2021,1528.7662375767313,1547.1092132867523,21.657024289979063,1528.7662375767313,1547.1092132867523,1535.7993376866043,1540.0761131768793,0.6,0.8,7.0,7.0,0.5,0.2,1.0,0.5,0.4,0.8,1.2,6.0
2022-02-10,DAL,NSH,4,3,1,2022-02-10|DAL|NSH|4|3,2021,1515.5396016221118,1552.394002280356,3.1455993417557693,1515.5396016221118,1552.394002280356,1522.9717002572243,1544.9619036452436,0.5,-0.3,8.0,7.0,0.5,0.2,7.0,0.6,0.3,0.5,0.1,0.0
2022-02-10,EDM,CHI,1,4,0,2022-02-10|EDM|CHI|1|4,2021,1499.1809184670817,1438.873695759105,100.30722270797673,1499.1809184670817,1438.873695759105,1489.5738334765012,1448.4807807496854,0.5,-0.4,1.0,1.0,0.3,-1.0,7.0,0.3,-1.6,0.3,-0.7,-6.0
2022-02-10,PHI,DET,3,6,0,2022-02-10|PHI|DET|3|6,2021,1412.8300613886697,1454.5890593346571,-1.758997945987403,1412.8300613886697,1454.5890593346571,1405.3680320872086,1462.0510886361183,0.2,-1.0,8.0,7.0,0.4,-0.8,7.0,0.4,-0.1,0.3,-1.6,0.0
2022-02-10,SEA,ARI,2,5,0,2022-02-10|SEA|ARI|2|5,2021,1432.7398026620172,1397.214729792192,75.52507286982518,1432.7398026620172,1397.214729792192,1423.6346663730674,1406.3198660811418,0.5,-0.3,7.0,7.0,0.3,-1.3,1.0,0.3,-1.3,0.3,-1.5,6.0
2022-02-10,VAN,NYI,3,6,0,2022-02-10|VAN|NYI|3|6,2021,1490.5202203549436,1458.00267013207,72.51755022287352,1490.5202203549436,1458.00267013207,1481.4771463884563,1467.0457440985574,0.5,0.7,1.0,1.0,0.5,0.3,7.0,0.6,0.5,0.4,-0.8,-6.0
2022-02-11,BOS,CAR,0,6,0,2022-02-11|BOS|CAR|0|6,2021,1533.92573394358,1577.6472741017544,-3.721540158174321,1533.92573394358,1577.6472741017544,1526.506066773373,1585.0669412719615,0.5,-1.1,2.0,2.0,0.7,1.1,2.0,0.6,-0.2,0.6,0.9,0.0
2022-02-11,BUF,CBJ,3,4,0,2022-02-11|BUF|CBJ|3|4,2021,1409.988002417095,1482.9454479428346,-32.95744552573956,1409.988002417095,1482.9454479428346,1403.19731980274,1489.7361305571897,0.4,-0.7,9.0,7.0,0.5,-0.8,2.0,0.1,-1.3,0.5,-0.2,5.0
2022-02-11,CGY,TOR,5,2,1,2022-02-11|CGY|TOR|5|2,2021,1535.7993376866043,1595.6404884235371,-19.841150736932832,1535.7993376866043,1595.6404884235371,1543.7271783560857,1587.7126477540558,0.7,1.7,1.0,1.0,0.8,1.3,3.0,0.6,1.3,0.6,0.9,-2.0
2022-02-11,COL,TBL,3,2,1,2022-02-11|COL|TBL|3|2,2021,1603.8208236673736,1570.3398326525455,73.48099101482808,1603.8208236673736,1570.3398326525455,1609.7578439327676,1564.4028123871515,0.9,1.9,9.0,7.0,0.7,1.1,7.0,0.9,1.6,0.6,0.3,0.0
2022-02-11,MTL,WSH,2,5,0,2022-02-11|MTL|WSH|2|5,2021,1352.9607187647423,1495.9276655215265,-102.96694675678418,1352.9607187647423,1495.9276655215265,1347.6205722518735,1501.2678120343953,0.1,-2.5,2.0,2.0,0.4,-0.2,2.0,0.2,-1.8,0.6,0.7,0.0
2022-02-11,OTT,PIT,0,2,0,2022-02-11|OTT|PIT|0|2,2021,1460.9345943671433,1543.1766454220217,-42.2420510548784,1460.9345943671433,1543.1766454220217,1454.3419955869147,1549.7692442022503,0.5,0.3,2.0,2.0,0.6,0.9,2.0,0.6,0.9,0.8,1.3,0.0
2022-02-11,STL,NJD,4,7,0,2022-02-11|STL|NJD|4|7,2021,1539.4655720359685,1418.414206384601,161.05136565136763,1539.4655720359685,1418.414206384601,1528.7183156097929,1429.1614628107766,0.7,0.9,13.0,7.0,0.2,-1.2,2.0,0.7,1.2,0.3,-0.3,5.0
2022-02-12,ANA,SEA,3,4,0,2022-02-12|ANA|SEA|3|4,2021,1490.2507575129898,1423.6346663730674,106.61609113992245,1490.2507575129898,1423.6346663730674,1480.5188842681366,1433.3665396179206,0.4,-0.6,11.0,7.0,0.5,-0.4,2.0,0.4,0.0,0.3,-0.5,5.0
2022-02-12,ARI,TBL,3,4,0,2022-02-12|ARI|TBL|3|4,2021,1406.3198660811418,1564.4028123871515,-118.08294630600972,1406.3198660811418,1564.4028123871515,1401.275076332584,1569.4476021357093,0.3,-1.3,2.0,2.0,0.7,1.3,1.0,0.3,-0.9,0.5,0.0,1.0
2022-02-12,DAL,WPG,4,3,1,2022-02-12|DAL|WPG|4|3,2021,1522.9717002572243,1475.0773212532686,87.89437900395569,1522.9717002572243,1475.0773212532686,1528.613813817844,1469.4352076926489,0.6,0.4,2.0,2.0,0.3,-0.6,3.0,0.7,0.7,0.4,-0.5,-1.0
2022-02-12,DET,PHI,4,2,1,2022-02-12|DET|PHI|4|2,2021,1462.0510886361183,1405.3680320872086,96.68305654890969,1462.0510886361183,1405.3680320872086,1467.5162717321598,1399.902848991167,0.5,-0.2,2.0,2.0,0.2,-1.2,2.0,0.3,-0.9,0.2,-1.3,0.0
2022-02-12,EDM,NYI,3,1,1,2022-02-12|EDM|NYI|3|1,2021,1489.5738334765012,1467.0457440985574,62.52808937794384,1489.5738334765012,1467.0457440985574,1495.738442593776,1460.8811349812827,0.5,-0.5,2.0,2.0,0.6,0.8,2.0,0.3,-1.6,0.4,-0.9,0.0
2022-02-12,MTL,CBJ,1,2,0,2022-02-12|MTL|CBJ|1|2,2021,1347.6205722518735,1489.7361305571897,-102.1155583053162,1347.6205722518735,1489.7361305571897,1342.2635593690313,1495.0931434400318,0.1,-2.7,1.0,1.0,0.5,-1.3,1.0,0.1,-2.4,0.6,0.0,0.0
2022-02-12,OTT,BOS,0,2,0,2022-02-12|OTT|BOS|0|2,2021,1454.3419955869147,1526.506066773373,-32.164071186458386,1454.3419955869147,1526.506066773373,1447.534336161524,1533.3137261987638,0.5,0.3,1.0,1.0,0.4,-1.8,1.0,0.5,0.6,0.6,0.6,0.0
2022-02-13,CGY,NYI,5,2,1,2022-02-13|CGY|NYI|5|2,2021,1543.7271783560857,1460.8811349812827,122.846043374803,1543.7271783560857,1460.8811349812827,1548.6805829636687,1455.9277303736997,0.8,2.3,2.0,2.0,0.5,0.3,1.0,0.6,1.3,0.3,-1.3,1.0
2022-02-13,DAL,COL,0,4,0,2022-02-13|DAL|COL|0|4,2021,1528.613813817844,1609.7578439327676,-41.14403011492368,1528.613813817844,1609.7578439327676,1521.9978504498536,1616.373807300758,0.7,0.7,1.0,1.0,0.9,1.5,2.0,0.7,0.7,0.7,1.4,-1.0
2022-02-13,MIN,CAR,3,2,1,2022-02-13|MIN|CAR|3|2,2021,1570.6295038877756,1585.0669412719615,25.56256261581416,1570.6295038877756,1585.0669412719615,1577.5786851691307,1578.1177599906064,0.8,2.0,4.0,4.0,0.7,1.4,2.0,0.8,1.8,0.6,1.3,2.0
2022-02-13,MTL,BUF,3,5,0,2022-02-13|MTL|BUF|3|5,2021,1342.2635593690313,1403.19731980274,-20.933760433708585,1342.2635593690313,1403.19731980274,1335.214904867927,1410.2459743038442,0.1,-2.5,1.0,1.0,0.3,-1.1,2.0,0.1,-2.4,0.3,-1.3,-1.0
2022-02-13,NJD,PIT,2,4,0,2022-02-13|NJD|PIT|2|4,2021,1429.1614628107766,1549.7692442022503,-80.60778139147374,1429.1614628107766,1549.7692442022503,1423.3709584492658,1555.559748563761,0.3,-0.6,2.0,2.0,0.6,0.9,2.0,0.3,-1.2,0.8,1.3,0.0
2022-02-13,NSH,WPG,2,5,0,2022-02-13|NSH|WPG|2|5,2021,1544.9619036452436,1469.4352076926489,115.52669595259476,1544.9619036452436,1469.4352076926489,1535.0560790421491,1479.3410322957434,0.4,0.0,3.0,3.0,0.2,-1.0,1.0,0.7,1.1,0.3,-0.7,2.0
2022-02-13,STL,CHI,5,1,1,2022-02-13|STL|CHI|5|1,2021,1528.7183156097929,1448.4807807496854,120.23753486010742,1528.7183156097929,1448.4807807496854,1533.7216638102461,1443.4774325492322,0.6,0.2,2.0,2.0,0.3,-0.8,3.0,0.7,1.0,0.4,-0.3,-1.0
2022-02-13,VAN,TOR,3,2,1,2022-02-13|VAN|TOR|3|2,2021,1481.4771463884563,1587.7126477540558,-66.23550136559948,1481.4771463884563,1587.7126477540558,1490.3898811218576,1578.7999130206545,0.4,0.2,3.0,3.0,0.7,0.9,2.0,0.6,0.5,0.6,0.9,1.0
2022-02-13,WSH,OTT,1,4,0,2022-02-13|WSH|OTT|1|4,2021,1501.2678120343953,1447.534336161524,93.7334758728714,1501.2678120343953,1447.534336161524,1491.7921149088338,1457.0100332870854,0.5,0.3,2.0,2.0,0.4,0.0,1.0,0.3,-1.0,0.4,-0.2,1.0
2022-02-15,MIN,DET,7,4,1,2022-02-15|MIN|DET|7|4,2021,1577.5786851691307,1467.5162717321598,150.06241343697093,1577.5786851691307,1467.5162717321598,1582.0267858240024,1463.068171077288,0.8,2.0,2.0,2.0,0.5,-0.4,3.0,0.8,1.7,0.3,-1.4,-1.0
2022-02-15,SEA,TOR,2,6,0,2022-02-15|SEA|TOR|2|6,2021,1433.3665396179206,1578.7999130206545,-105.43337340273388,1433.3665396179206,1578.7999130206545,1428.0751192582593,1584.0913333803157,0.5,-0.4,3.0,3.0,0.7,0.9,2.0,0.3,-1.4,0.5,0.4,1.0
2022-02-15,SJS,EDM,0,3,0,2022-02-15|SJS|EDM|0|3,2021,1484.57393638804,1495.738442593776,28.83549379426404,1484.57393638804,1495.738442593776,1476.4528975115165,1503.8594814702994,0.3,-0.6,13.0,7.0,0.6,-0.1,3.0,0.5,-0.7,0.4,0.0,4.0
2022-02-15,WPG,CHI,1,3,0,2022-02-15|WPG|CHI|1|3,2021,1479.3410322957434,1443.4774325492322,75.86359974651123,1479.3410322957434,1443.4774325492322,1470.2289244925244,1452.5895403524512,0.3,-0.6,2.0,2.0,0.2,-1.5,2.0,0.4,-0.3,0.4,-0.6,0.0
2022-02-16,BUF,NYI,6,3,1,2022-02-16|BUF|NYI|6|3,2021,1410.2459743038442,1455.9277303736997,-5.68175606985551,1410.2459743038442,1455.9277303736997,1417.868613935388,1448.3050907421557,0.4,-0.5,3.0,3.0,0.4,-0.1,3.0,0.1,-1.1,0.3,-1.3,0.0
2022-02-16,CGY,CBJ,6,2,1,2022-02-16|CGY|CBJ|6|2,2021,1548.6805829636687,1495.0931434400318,93.58743952363693,1548.6805829636687,1495.0931434400318,1554.2078198517033,1489.5659065519972,0.8,2.2,3.0,3.0,0.6,-0.5,4.0,0.7,1.8,0.6,0.0,-1.0
2022-02-16,COL,DAL,1,4,0,2022-02-16|COL|DAL|1|4,2021,1616.373807300758,1521.9978504498536,134.37595685090446,1616.373807300758,1521.9978504498536,1606.1095465653611,1532.2621111852504,0.9,1.8,3.0,3.0,0.7,0.5,3.0,0.9,1.1,0.4,-0.9,0.0
2022-02-16,LAK,EDM,2,5,0,2022-02-16|LAK|EDM|2|5,2021,1519.0565037499312,1503.8594814702994,55.19702227963171,1519.0565037499312,1503.8594814702994,1510.374904591884,1512.5410806283467,0.5,-0.4,13.0,7.0,0.7,0.8,1.0,0.6,0.5,0.4,0.1,6.0
2022-02-16,NJD,TBL,3,6,0,2022-02-16|NJD|TBL|3|6,2021,1423.3709584492658,1569.4476021357093,-106.0766436864435,1423.3709584492658,1569.4476021357093,1418.0922131101547,1574.7263474748204,0.2,-1.1,3.0,3.0,0.7,0.9,4.0,0.3,-1.3,0.6,0.5,-1.0
2022-02-16,NSH,WSH,1,4,0,2022-02-16|NSH|WSH|1|4,2021,1535.0560790421491,1491.7921149088338,83.26396413331531,1535.0560790421491,1491.7921149088338,1525.792319622573,1501.05587432841,0.4,0.0,3.0,3.0,0.4,-0.1,3.0,0.7,1.0,0.6,0.9,0.0
2022-02-16,NYR,BOS,2,1,1,2022-02-16|NYR|BOS|2|1,2021,1568.827879965108,1533.3137261987638,75.51415376634418,1568.827879965108,1533.3137261987638,1574.7229685891593,1527.4186375747124,0.7,1.0,14.0,7.0,0.5,-1.0,4.0,0.7,1.6,0.7,0.9,3.0
2022-02-16,OTT,STL,2,5,0,2022-02-16|OTT|STL|2|5,2021,1457.0100332870854,1533.7216638102461,-36.71163052316069,1457.0100332870854,1533.7216638102461,1450.2995812858908,1540.4321158114408,0.5,0.4,3.0,3.0,0.6,0.5,3.0,0.5,0.6,0.4,-0.2,0.0
2022-02-16,PIT,PHI,5,4,1,2022-02-16|PIT|PHI|5|4,2021,1555.559748563761,1399.902848991167,195.65689957259406,1555.559748563761,1399.902848991167,1559.2324402548252,1396.230157300103,0.6,0.9,3.0,3.0,0.2,-1.3,4.0,0.6,0.8,0.1,-1.7,-1.0
2022-02-17,CAR,FLA,2,3,0,2022-02-17|CAR|FLA|2|3,2021,1578.1177599906064,1578.6368789414755,39.48088104913086,1578.1177599906064,1578.6368789414755,1569.7691462225455,1586.9854927095364,0.6,0.7,4.0,4.0,0.7,1.4,7.0,0.8,1.3,0.5,0.3,-3.0
2022-02-17,CGY,ANA,6,2,1,2022-02-17|CGY|ANA|6|2,2021,1554.2078198517033,1480.5188842681366,113.68893558356672,1554.2078198517033,1480.5188842681366,1559.3376445730962,1475.3890595467437,0.9,2.8,1.0,1.0,0.4,-0.4,5.0,0.7,2.1,0.4,-0.8,-4.0
2022-02-17,VGK,COL,0,2,0,2022-02-17|VGK|COL|0|2,2021,1540.0761131768793,1606.1095465653611,-26.033433388481853,1540.0761131768793,1606.1095465653611,1533.1370406202502,1613.0486191219902,0.5,-0.3,7.0,7.0,0.8,1.3,1.0,0.4,0.3,0.8,1.9,6.0
2022-02-17,WPG,MIN,6,3,1,2022-02-17|WPG|MIN|6|3,2021,1470.2289244925244,1582.0267858240024,-71.79786133147809,1470.2289244925244,1582.0267858240024,1479.2571140349353,1572.9985962815915,0.3,-0.5,2.0,2.0,0.8,1.9,2.0,0.4,-0.4,0.5,0.3,0.0
2022-02-18,BUF,OTT,1,3,0,2022-02-18|BUF|OTT|1|3,2021,1417.868613935388,1450.2995812858908,7.569032649497331,1417.868613935388,1450.2995812858908,1410.2052490752756,1457.9629461460033,0.5,-0.1,2.0,2.0,0.4,-0.4,2.0,0.2,-0.6,0.4,-0.5,0.0
2022-02-18,CHI,CBJ,4,7,0,2022-02-18|CHI|CBJ|4|7,2021,1452.5895403524512,1489.5659065519972,3.0236338004540357,1452.5895403524512,1489.5659065519972,1445.0242716178682,1497.1311752865802,0.3,-1.2,3.0,3.0,0.5,-1.0,2.0,0.3,-1.4,0.6,-0.3,1.0
2022-02-18,EDM,ANA,7,3,1,2022-02-18|EDM|ANA|7|3,2021,1512.5410806283467,1475.3890595467437,77.15202108160292,1512.5410806283467,1475.3890595467437,1518.4024662867569,1469.5276738883335,0.7,0.9,2.0,2.0,0.4,-0.4,1.0,0.4,-1.3,0.3,-1.3,1.0
2022-02-18,MTL,STL,3,2,1,2022-02-18|MTL|STL|3|2,2021,1335.214904867927,1540.4321158114408,-165.2172109435137,1335.214904867927,1540.4321158114408,1346.0348496619295,1529.6121710174384,0.0,-2.9,5.0,5.0,0.6,0.7,2.0,0.1,-2.3,0.5,0.2,3.0
2022-02-18,NYI,BOS,4,1,1,2022-02-18|NYI|BOS|4|1,2021,1448.3050907421557,1527.4186375747124,-39.11354683255672,1448.3050907421557,1527.4186375747124,1456.6458755487656,1519.0778527681025,0.3,-0.8,2.0,2.0,0.4,-1.2,2.0,0.5,0.3,0.6,0.7,0.0
2022-02-18,NYR,DET,2,3,0,2022-02-18|NYR|DET|2|3,2021,1574.7229685891593,1463.068171077288,151.65479751187127,1574.7229685891593,1463.068171077288,1564.1424403043789,1473.6486993620686,0.7,0.8,2.0,2.0,0.4,-0.8,3.0,0.8,1.8,0.3,-1.3,-1.0
2022-02-18,PHI,WSH,3,5,0,2022-02-18|PHI|WSH|3|5,2021,1396.230157300103,1501.05587432841,-64.82571702830705,1396.230157300103,1501.05587432841,1390.1135168890112,1507.1725147395018,0.2,-1.1,2.0,2.0,0.5,0.3,2.0,0.3,-0.9,0.7,1.3,0.0
2022-02-18,SJS,VAN,4,5,0,2022-02-18|SJS|VAN|4|5,2021,1476.4528975115165,1490.3898811218576,26.06301638965897,1476.4528975115165,1490.3898811218576,1468.3913350438474,1498.4514435895267,0.2,-1.0,3.0,3.0,0.4,0.1,5.0,0.4,-1.1,0.5,0.2,-2.0
2022-02-18,TOR,PIT,4,1,1,2022-02-18|TOR|PIT|4|1,2021,1584.0913333803157,1559.2324402548252,64.85889312549057,1584.0913333803157,1559.2324402548252,1590.2072820046021,1553.1164916305388,0.7,1.2,3.0,3.0,0.6,0.7,2.0,0.8,1.5,0.8,1.4,1.0
2022-02-18,WPG,SEA,5,3,1,2022-02-18|WPG|SEA|5|3,2021,1479.2571140349353,1428.0751192582593,91.18199477667599,1479.2571140349353,1428.0751192582593,1484.8327714200677,1422.4994618731268,0.4,-0.1,1.0,1.0,0.4,-0.9,3.0,0.4,-0.5,0.4,-0.3,-2.0
2022-02-19,BUF,COL,3,5,0,2022-02-19|BUF|COL|3|5,2021,1410.2052490752756,1613.0486191219902,-162.84337004671465,1410.2052490752756,1613.0486191219902,1405.9838670649676,1617.2700011322981,0.4,-0.5,1.0,1.0,0.8,1.2,2.0,0.2,-0.7,0.8,1.9,-1.0
2022-02-19,CAR,NSH,5,3,1,2022-02-19|CAR|NSH|5|3,2021,1569.7691462225455,1525.792319622573,83.97682659997258,1569.7691462225455,1525.792319622573,1575.4908564989505,1520.0706093461679,0.5,0.3,2.0,2.0,0.4,-0.2,3.0,0.7,0.8,0.4,-0.1,-1.0
2022-02-19,CHI,DAL,0,1,0,2022-02-19|CHI|DAL|0|1,2021,1445.0242716178682,1532.2621111852504,-47.23783956738225,1445.0242716178682,1532.2621111852504,1438.5377451778443,1538.7486376252743,0.3,-1.1,1.0,1.0,0.7,0.7,3.0,0.2,-1.8,0.5,-0.2,-2.0
2022-02-19,MIN,FLA,2,6,0,2022-02-19|MIN|FLA|2|6,2021,1572.9985962815915,1586.9854927095364,26.013103572055115,1572.9985962815915,1586.9854927095364,1564.938105239722,1595.0459837514059,0.8,1.7,2.0,2.0,0.7,0.9,2.0,0.8,1.7,0.6,0.5,0.0
2022-02-19,VGK,LAK,3,4,0,2022-02-19|VGK|LAK|3|4,2021,1533.1370406202502,1510.374904591884,62.762136028366285,1533.1370406202502,1510.374904591884,1524.2967581928183,1519.2151870193159,0.5,-0.4,2.0,2.0,0.4,-0.9,3.0,0.4,0.2,0.6,-0.2,-1.0
2022-02-19,WPG,EDM,2,4,0,2022-02-19|WPG|EDM|2|4,2021,1484.8327714200677,1518.4024662867569,6.430305133310867,1484.8327714200677,1518.4024662867569,1477.193977972792,1526.0412597340326,0.5,0.2,1.0,1.0,0.7,1.2,1.0,0.4,-0.6,0.5,0.6,0.0
2022-02-20,ARI,LAK,3,5,0,2022-02-20|ARI|LAK|3|5,2021,1401.275076332584,1519.2151870193159,-77.94011068673194,1401.275076332584,1519.2151870193159,1395.4298828333556,1525.0603805185442,0.2,-1.7,8.0,7.0,0.5,-0.4,1.0,0.3,-0.9,0.7,0.3,6.0
2022-02-20,CBJ,BUF,7,3,1,2022-02-20|CBJ|BUF|7|3,2021,1497.1311752865802,1405.9838670649676,131.14730822161255,1497.1311752865802,1405.9838670649676,1501.9273481088183,1401.1876942427295,0.6,-0.4,2.0,2.0,0.4,-0.6,1.0,0.3,-2.0,0.4,-1.0,1.0
2022-02-20,CGY,SEA,2,1,1,2022-02-20|CGY|SEA|2|1,2021,1559.3376445730962,1422.4994618731268,176.83818269996937,1559.3376445730962,1422.4994618731268,1563.3190119029605,1418.5180945432626,0.9,2.6,3.0,3.0,0.4,-0.6,2.0,0.8,2.6,0.3,-0.7,1.0
2022-02-20,CHI,FLA,2,5,0,2022-02-20|CHI|FLA|2|5,2021,1438.5377451778443,1595.0459837514059,-116.50823857356158,1438.5377451778443,1595.0459837514059,1433.4625605950464,1600.1211683342037,0.3,-1.1,1.0,1.0,0.8,1.7,1.0,0.2,-1.8,0.7,1.0,0.0
2022-02-20,NYI,MTL,2,3,0,2022-02-20|NYI|MTL|2|3,2021,1456.6458755487656,1346.0348496619295,150.61102588683616,1456.6458755487656,1346.0348496619295,1446.0841007735096,1356.5966244371855,0.4,-0.3,2.0,2.0,0.1,-2.7,2.0,0.5,0.5,0.1,-2.2,0.0
2022-02-20,OTT,BOS,2,3,0,2022-02-20|OTT|BOS|2|3,2021,1457.9629461460033,1519.0778527681025,-21.11490662209917,1457.9629461460033,1519.0778527681025,1450.918187715526,1526.1226111985798,0.5,-0.1,2.0,2.0,0.3,-1.6,2.0,0.4,-0.1,0.5,0.2,0.0
2022-02-20,OTT,NYR,1,2,0,2022-02-20|OTT|NYR|1|2,2021,1450.918187715526,1564.1424403043789,-73.22425258885278,1450.918187715526,1564.1424403043789,1444.9758651823358,1570.084762837569,0.5,-0.1,2.0,2.0,0.6,0.6,2.0,0.4,-0.1,0.5,-0.3,0.0
2022-02-20,PIT,CAR,3,4,0,2022-02-20|PIT|CAR|3|4,2021,1553.1164916305388,1575.4908564989505,17.625635131588297,1553.1164916305388,1575.4908564989505,1545.2363377767056,1583.3710103527837,0.5,0.3,2.0,2.0,0.6,0.8,1.0,0.6,0.8,0.5,1.1,1.0
2022-02-20,TOR,STL,3,6,0,2022-02-20|TOR|STL|3|6,2021,1590.2072820046021,1529.6121710174384,100.59511098716371,1590.2072820046021,1529.6121710174384,1580.5944742947456,1539.224978727295,0.8,1.8,2.0,2.0,0.6,0.7,2.0,0.9,2.0,0.5,0.3,0.0
2022-02-20,VAN,ANA,4,7,0,2022-02-20|VAN|ANA|4|7,2021,1498.4514435895267,1469.5276738883335,68.92376970119312,1498.4514435895267,1469.5276738883335,1489.4828195005787,1478.4962979772815,0.5,0.3,2.0,2.0,0.4,-0.5,2.0,0.6,0.2,0.3,-1.5,0.0
